PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,WorkLifeBalanceLabel,,,,,,,,,,,,,,
PR4827,2D85-ABDD,1/4/2021,3,5,5,2,1,2,4,4,Fair,,,,,,,,,,,,,,
PR4856,52CC-3E9E,11/4/2021,3,5,5,1,1,2,3,2,Fair,,,,,,,,,,,,,,
PR4920,D49C-096C,29/04/2021,3,4,5,1,2,2,5,4,Fair,,,,,,,,,,,,,,
PR4933,B90D-4BEF,2/5/2021,3,4,5,3,3,2,4,3,Fair,,,,,,,,,,,,,,
PR4991,1705-0DE5,21/05/2021,3,5,5,1,0,2,3,2,Fair,,,,,,,,,,,,,,
PR5114,2F85-AF81,4/7/2021,3,5,5,3,1,2,3,3,Fair,,,,,,,,,,,,,,
PR5176,F20A-F424,22/07/2021,3,5,5,2,0,2,3,2,Fair,,,,,,,,,,,,,,
PR5236,FE0F-498F,13/08/2021,3,2,5,3,1,2,4,3,Fair,,,,,,,,,,,,,,
PR5265,D186-CBF5,24/08/2021,3,4,5,1,0,2,3,2,Fair,,,,,,,,,,,,,,
PR5301,1D35-190A,10/9/2021,3,5,5,1,2,2,5,4,Fair,,,,,,,,,,,,,,
PR5310,6135-885F,13/09/2021,3,4,5,1,2,2,4,4,Fair,,,,,,,,,,,,,,
PR5346,E62F-4FF7,28/09/2021,3,5,5,3,1,2,3,3,Fair,,,,,,,,,,,,,,
PR5428,3A96-07A5,3/11/2021,3,4,5,1,1,2,4,3,Fair,,,,,,,,,,,,,,
PR5506,3D71-8DC2,4/12/2021,3,2,5,3,2,2,4,4,Fair,,,,,,,,,,,,,,
PR5598,1359-BEE3,4/1/2022,3,3,5,1,0,2,3,3,Fair,,,,,,,,,,,,,,
PR5617,774E-685D,9/1/2022,3,2,5,1,1,2,3,2,Fair,,,,,,,,,,,,,,
PR5629,3992-22AD,13/01/2022,3,2,5,1,0,2,5,4,Fair,,,,,,,,,,,,,,
PR5664,20BA-5868,22/01/2022,3,3,5,1,2,2,5,5,Fair,,,,,,,,,,,,,,
PR5724,DB6C-3B2F,10/2/2022,3,3,5,1,1,2,5,4,Fair,,,,,,,,,,,,,,
PR5763,200B-1979,23/02/2022,3,4,5,3,2,2,3,2,Fair,,,,,,,,,,,,,,
PR5792,0322-D46B,2/3/2022,3,4,5,2,2,2,4,3,Fair,,,,,,,,,,,,,,
PR5819,0C23-26DD,8/3/2022,3,2,5,2,0,2,3,2,Fair,,,,,,,,,,,,,,
PR5824,1E20-2FFF,9/3/2022,3,5,5,1,2,2,5,4,Fair,,,,,,,,,,,,,,
PR5856,E1B4-9AA1,21/03/2022,3,5,5,1,1,2,5,4,Fair,,,,,,,,,,,,,,
PR5874,E442-1FEE,25/03/2022,3,5,5,3,0,2,4,3,Fair,,,,,,,,,,,,,,
PR5892,BFAF-1ED1,29/03/2022,3,4,5,1,0,2,4,4,Fair,,,,,,,,,,,,,,
PR5964,5BDE-7102,19/04/2022,3,2,5,1,1,2,5,4,Fair,,,,,,,,,,,,,,
PR5995,4DDB-A84D,27/04/2022,3,4,5,1,0,2,3,2,Fair,,,,,,,,,,,,,,
PR6012,B90D-4BEF,2/5/2022,3,3,5,2,1,2,4,3,Fair,,,,,,,,,,,,,,
PR6146,3E42-57C8,13/06/2022,3,4,5,1,0,2,3,2,Fair,,,,,,,,,,,,,,
PR6216,68C4-272C,4/7/2022,3,4,5,3,0,2,4,3,Fair,,,,,,,,,,,,,,
PR6242,4846-2EC2,10/7/2022,3,5,5,2,1,2,4,4,Fair,,,,,,,,,,,,,,
PR6302,5802-2A7E,31/07/2022,3,2,5,3,1,2,5,4,Fair,,,,,,,,,,,,,,
PR634,C79A-E5E1,30/04/2015,3,5,5,2,1,2,3,2,Fair,,,,,,,,,,,,,,
PR6389,2ED2-2CEC,2/9/2022,3,4,5,3,2,2,3,3,Fair,,,,,,,,,,,,,,
PR6651,E5C1-B122,12/12/2022,3,4,5,3,2,2,5,5,Fair,,,,,,,,,,,,,,
PR6708,6CC9-81FC,29/12/2022,3,2,5,3,0,2,4,3,Fair,,,,,,,,,,,,,,
PR679,06DE-E772,25/05/2015,3,4,5,1,1,2,3,2,Fair,,,,,,,,,,,,,,
PR681,29C2-1A3F,27/05/2015,3,2,5,3,0,2,3,3,Fair,,,,,,,,,,,,,,
PR696,8A40-C85A,11/6/2015,3,3,5,1,0,2,5,5,Fair,,,,,,,,,,,,,,
PR732,F0C3-4859,19/07/2015,3,3,5,3,1,2,5,5,Fair,,,,,,,,,,,,,,
PR747,2B08-7D3D,11/8/2015,3,4,5,2,1,2,4,4,Fair,,,,,,,,,,,,,,
PR766,3476-CA56,22/09/2015,3,5,5,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR792,6280-B47F,1/11/2015,3,4,5,3,1,2,4,4,Fair,,,,,,,,,,,,,,
PR797,67ED-A630,7/11/2015,3,3,5,3,1,2,5,4,Fair,,,,,,,,,,,,,,
PR81,4500-37EB,17/03/2013,3,4,5,3,2,2,5,5,Fair,,,,,,,,,,,,,,
PR816,4969-9A35,29/11/2015,3,3,5,2,1,2,4,4,Fair,,,,,,,,,,,,,,
PR897,B4E1-4A3E,26/01/2016,3,4,5,1,2,2,4,3,Fair,,,,,,,,,,,,,,
PR981,D954-6402,7/3/2016,3,3,5,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR1009,BAFA-86DF,23/03/2016,3,3,4,2,1,2,3,3,Fair,,,,,,,,,,,,,,
PR109,DFE3-6FA7,23/04/2013,3,4,4,3,1,2,4,4,Fair,,,,,,,,,,,,,,
PR1141,7349-CCE0,29/05/2016,3,2,4,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR1198,246E-3383,15/07/2016,3,3,4,1,1,2,3,3,Fair,,,,,,,,,,,,,,
PR1293,8C57-8F84,28/10/2016,3,4,4,1,2,2,5,4,Fair,,,,,,,,,,,,,,
PR1339,DDAC-D5FD,3/12/2016,3,3,4,1,0,2,5,5,Fair,,,,,,,,,,,,,,
PR1524,EAB1-2EB2,6/3/2017,3,5,4,1,0,2,3,2,Fair,,,,,,,,,,,,,,
PR1527,73CF-4956,7/3/2017,3,4,4,2,1,2,3,3,Fair,,,,,,,,,,,,,,
PR1598,E899-A860,13/04/2017,3,4,4,2,0,2,4,3,Fair,,,,,,,,,,,,,,
PR1625,A31A-A90C,25/04/2017,3,3,4,2,1,2,5,4,Fair,,,,,,,,,,,,,,
PR1681,8766-F1E7,23/05/2017,3,5,4,3,0,2,4,4,Fair,,,,,,,,,,,,,,
PR1738,8822-B9C5,23/06/2017,3,2,4,2,0,2,5,4,Fair,,,,,,,,,,,,,,
PR1741,9AAD-D3C1,24/06/2017,3,4,4,3,3,2,3,3,Fair,,,,,,,,,,,,,,
PR1746,C0C7-A3EF,28/06/2017,3,4,4,1,1,2,4,3,Fair,,,,,,,,,,,,,,
PR1793,DEB9-1BBF,24/07/2017,3,4,4,2,2,2,5,5,Fair,,,,,,,,,,,,,,
PR1821,B24C-18BF,15/08/2017,3,5,4,3,2,2,3,2,Fair,,,,,,,,,,,,,,
PR1829,DF11-9C46,18/08/2017,3,2,4,1,2,2,3,2,Fair,,,,,,,,,,,,,,
PR1844,2ED2-2CEC,3/9/2017,3,2,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR1936,F9E1-87E9,12/11/2017,3,5,4,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR213,5021-95FC,18/02/2014,3,2,4,2,1,2,5,5,Fair,,,,,,,,,,,,,,
PR2193,B44E-8AEE,17/03/2018,3,5,4,1,3,2,4,4,Fair,,,,,,,,,,,,,,
PR2289,A1B4-5481,30/04/2018,3,3,4,1,0,2,4,4,Fair,,,,,,,,,,,,,,
PR2332,9D3C-DA45,17/05/2018,3,3,4,1,0,2,3,3,Fair,,,,,,,,,,,,,,
PR237,1054-9C3B,6/3/2014,3,5,4,1,0,2,3,3,Fair,,,,,,,,,,,,,,
PR2389,5416-F925,15/06/2018,3,4,4,1,1,2,5,4,Fair,,,,,,,,,,,,,,
PR240,D970-9F5E,7/3/2014,3,4,4,1,1,2,5,4,Fair,,,,,,,,,,,,,,
PR2449,246E-3383,15/07/2018,3,5,4,2,1,2,4,3,Fair,,,,,,,,,,,,,,
PR2478,1217-CE30,30/07/2018,3,4,4,1,2,2,3,2,Fair,,,,,,,,,,,,,,
PR2518,60B5-48ED,21/08/2018,3,4,4,3,0,2,3,2,Fair,,,,,,,,,,,,,,
PR2720,1609-65E1,28/12/2018,3,3,4,2,2,2,5,4,Fair,,,,,,,,,,,,,,
PR2744,C251-2A18,8/1/2019,3,4,4,3,3,2,4,4,Fair,,,,,,,,,,,,,,
PR2746,05ED-92F1,9/1/2019,3,3,4,1,1,2,4,3,Fair,,,,,,,,,,,,,,
PR2753,7839-CA12,11/1/2019,3,5,4,2,3,2,3,3,Fair,,,,,,,,,,,,,,
PR2755,F58A-302D,12/1/2019,3,4,4,2,2,2,3,3,Fair,,,,,,,,,,,,,,
PR2763,C330-DAF4,15/01/2019,3,5,4,3,1,2,3,2,Fair,,,,,,,,,,,,,,
PR2779,05B0-755F,20/01/2019,3,4,4,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR2794,B529-2745,26/01/2019,3,4,4,2,2,2,4,4,Fair,,,,,,,,,,,,,,
PR2817,F3CD-9B5B,4/2/2019,3,3,4,1,1,2,4,4,Fair,,,,,,,,,,,,,,
PR2985,AEDB-BB62,10/4/2019,3,2,4,3,1,2,5,5,Fair,,,,,,,,,,,,,,
PR3018,4188-C61D,22/04/2019,3,5,4,3,0,2,4,4,Fair,,,,,,,,,,,,,,
PR3071,7B47-C915,10/5/2019,3,4,4,3,0,2,5,5,Fair,,,,,,,,,,,,,,
PR3093,3A20-7C3E,18/05/2019,3,3,4,3,0,2,4,4,Fair,,,,,,,,,,,,,,
PR3150,8A40-C85A,10/6/2019,3,3,4,2,1,2,4,3,Fair,,,,,,,,,,,,,,
PR3205,5395-75A1,5/7/2019,3,2,4,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR3218,A2B5-823F,10/7/2019,3,5,4,3,1,2,5,5,Fair,,,,,,,,,,,,,,
PR3239,D926-DED9,18/07/2019,3,5,4,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR3305,CA75-94D1,16/08/2019,3,5,4,1,0,2,4,3,Fair,,,,,,,,,,,,,,
PR3358,A71E-A9DC,16/09/2019,3,5,4,2,1,2,3,3,Fair,,,,,,,,,,,,,,
PR3427,D199-1896,26/10/2019,3,4,4,3,2,2,5,4,Fair,,,,,,,,,,,,,,
PR343,1705-0DE5,23/05/2014,3,3,4,3,1,2,5,4,Fair,,,,,,,,,,,,,,
PR3454,FD95-9EEB,7/11/2019,3,2,4,1,2,2,5,4,Fair,,,,,,,,,,,,,,
PR3456,B679-F7C9,7/11/2019,3,2,4,1,2,2,4,3,Fair,,,,,,,,,,,,,,
PR3525,08FC-817E,15/12/2019,3,2,4,1,1,2,4,3,Fair,,,,,,,,,,,,,,
PR3632,D4D5-27FB,22/01/2020,3,5,4,3,0,2,5,5,Fair,,,,,,,,,,,,,,
PR3685,0D1B-DEC2,10/2/2020,3,5,4,1,3,2,3,3,Fair,,,,,,,,,,,,,,
PR3702,97F4-0B14,15/02/2020,3,5,4,2,2,2,5,4,Fair,,,,,,,,,,,,,,
PR3836,07B2-D67A,1/4/2020,3,3,4,3,0,2,3,3,Fair,,,,,,,,,,,,,,
PR3863,489B-14EC,10/4/2020,3,5,4,1,2,2,4,4,Fair,,,,,,,,,,,,,,
PR3904,D754-4CDF,22/04/2020,3,4,4,2,2,2,5,5,Fair,,,,,,,,,,,,,,
PR3984,A2D0-E2D2,18/05/2020,3,2,4,1,0,2,4,3,Fair,,,,,,,,,,,,,,
PR3992,8766-F1E7,22/05/2020,3,3,4,2,1,2,5,4,Fair,,,,,,,,,,,,,,
PR4011,F469-0427,26/05/2020,3,4,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR4019,259B-6C50,29/05/2020,3,2,4,3,0,2,3,3,Fair,,,,,,,,,,,,,,
PR4061,1E61-70EC,16/06/2020,3,4,4,2,1,2,3,3,Fair,,,,,,,,,,,,,,
PR4083,6542-3E93,24/06/2020,3,4,4,1,1,2,3,3,Fair,,,,,,,,,,,,,,
PR4089,C0C7-A3EF,27/06/2020,3,3,4,1,0,2,3,3,Fair,,,,,,,,,,,,,,
PR412,6280-B47F,1/11/2014,3,2,4,1,0,2,5,5,Fair,,,,,,,,,,,,,,
PR4120,9A87-71F6,8/7/2020,3,4,4,2,0,2,4,3,Fair,,,,,,,,,,,,,,
PR4168,205B-4D34,24/07/2020,3,3,4,3,0,2,4,3,Fair,,,,,,,,,,,,,,
PR4203,69EC-7B13,11/8/2020,3,4,4,1,2,2,3,3,Fair,,,,,,,,,,,,,,
PR4262,9075-A294,2/9/2020,3,3,4,3,1,2,3,2,Fair,,,,,,,,,,,,,,
PR4339,8DA7-0090,14/10/2020,3,4,4,3,1,2,3,2,Fair,,,,,,,,,,,,,,
PR4346,7269-88EC,17/10/2020,3,2,4,3,0,2,3,2,Fair,,,,,,,,,,,,,,
PR445,F93E-BDEF,4/1/2015,3,2,4,2,0,2,4,3,Fair,,,,,,,,,,,,,,
PR4464,1A82-AF2C,4/12/2020,3,3,4,3,1,2,5,5,Fair,,,,,,,,,,,,,,
PR4473,939F-2461,10/12/2020,3,2,4,3,1,2,3,3,Fair,,,,,,,,,,,,,,
PR4531,F5E3-48BB,1/1/2021,3,4,4,1,3,2,3,3,Fair,,,,,,,,,,,,,,
PR4669,388D-DB68,12/2/2021,3,4,4,3,1,2,4,3,Fair,,,,,,,,,,,,,,
PR4701,D6D2-184B,24/02/2021,3,1,4,3,1,2,4,4,Fair,,,,,,,,,,,,,,
PR4714,CC8A-0B1F,28/02/2021,3,3,4,3,1,2,3,2,Fair,,,,,,,,,,,,,,
PR4742,ABC2-0036,5/3/2021,3,1,4,3,2,2,3,2,Fair,,,,,,,,,,,,,,
PR475,9C71-61AE,23/01/2015,3,3,4,3,0,2,3,3,Fair,,,,,,,,,,,,,,
PR4761,56A5-271B,12/3/2021,3,2,4,3,2,2,4,3,Fair,,,,,,,,,,,,,,
PR4800,5634-9D10,24/03/2021,3,4,4,2,2,2,4,3,Fair,,,,,,,,,,,,,,
PR4825,07B2-D67A,1/4/2021,3,3,4,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR4830,1424-0B0C,2/4/2021,3,2,4,1,3,2,5,4,Fair,,,,,,,,,,,,,,
PR4895,A11D-324A,22/04/2021,3,5,4,3,2,2,5,4,Fair,,,,,,,,,,,,,,
PR4903,A31A-A90C,24/04/2021,3,3,4,2,3,2,5,4,Fair,,,,,,,,,,,,,,
PR4988,E9D9-787A,19/05/2021,3,4,4,2,3,2,4,3,Fair,,,,,,,,,,,,,,
PR4997,3B90-B998,22/05/2021,3,5,4,2,0,2,4,4,Fair,,,,,,,,,,,,,,
PR5083,9AAD-D3C1,23/06/2021,3,2,4,1,1,2,3,3,Fair,,,,,,,,,,,,,,
PR5089,8026-658D,25/06/2021,3,3,4,3,1,2,5,5,Fair,,,,,,,,,,,,,,
PR5103,AF11-04C3,29/06/2021,3,1,4,1,0,2,4,3,Fair,,,,,,,,,,,,,,
PR5121,ABB0-9B03,5/7/2021,3,3,4,3,2,2,5,4,Fair,,,,,,,,,,,,,,
PR5165,5EB3-47F6,18/07/2021,3,3,4,2,1,2,4,4,Fair,,,,,,,,,,,,,,
PR518,8FB2-4CE0,21/02/2015,3,5,4,3,0,2,3,3,Fair,,,,,,,,,,,,,,
PR5251,D75C-3E43,17/08/2021,3,4,4,2,0,2,4,4,Fair,,,,,,,,,,,,,,
PR5289,39A2-9B0A,3/9/2021,3,2,4,1,0,2,4,3,Fair,,,,,,,,,,,,,,
PR5319,5741-0022,18/09/2021,3,3,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR5340,0FBB-4ABE,26/09/2021,3,4,4,1,0,2,4,3,Fair,,,,,,,,,,,,,,
PR5512,1B4A-5D80,6/12/2021,3,2,4,3,0,2,3,2,Fair,,,,,,,,,,,,,,
PR5532,CAD7-01BE,15/12/2021,3,3,4,1,3,2,3,2,Fair,,,,,,,,,,,,,,
PR5566,DCA7-D382,26/12/2021,3,5,4,2,1,2,3,3,Fair,,,,,,,,,,,,,,
PR5590,0678-748A,2/1/2022,3,2,4,1,0,2,3,2,Fair,,,,,,,,,,,,,,
PR5592,89A6-7EF1,2/1/2022,3,3,4,3,1,2,3,2,Fair,,,,,,,,,,,,,,
PR5632,28EA-A010,14/01/2022,3,3,4,3,1,2,4,3,Fair,,,,,,,,,,,,,,
PR5663,8AAD-FAFB,22/01/2022,3,5,4,1,2,2,4,4,Fair,,,,,,,,,,,,,,
PR5668,B4E1-4A3E,24/01/2022,3,3,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR5749,B437-FCF8,19/02/2022,3,2,4,2,3,2,4,4,Fair,,,,,,,,,,,,,,
PR5767,DB54-E47D,24/02/2022,3,2,4,2,2,2,5,5,Fair,,,,,,,,,,,,,,
PR5776,6E7B-D50D,27/02/2022,3,3,4,2,1,2,4,3,Fair,,,,,,,,,,,,,,
PR5778,17AD-99F5,28/02/2022,3,5,4,2,1,2,4,3,Fair,,,,,,,,,,,,,,
PR5895,C520-6F2B,30/03/2022,3,4,4,1,0,2,4,3,Fair,,,,,,,,,,,,,,
PR5917,676C-C884,5/4/2022,3,5,4,2,1,2,4,3,Fair,,,,,,,,,,,,,,
PR6049,E676-215C,14/05/2022,3,3,4,3,1,2,3,2,Fair,,,,,,,,,,,,,,
PR6060,2523-EFD4,17/05/2022,3,3,4,3,2,2,5,4,Fair,,,,,,,,,,,,,,
PR6079,81BE-17CD,22/05/2022,3,3,4,1,1,2,3,3,Fair,,,,,,,,,,,,,,
PR6086,06DE-E772,23/05/2022,3,3,4,3,0,2,3,2,Fair,,,,,,,,,,,,,,
PR6090,242A-4FA0,24/05/2022,3,3,4,1,0,2,5,5,Fair,,,,,,,,,,,,,,
PR6125,CD4D-7BBA,5/6/2022,3,1,4,2,0,2,4,3,Fair,,,,,,,,,,,,,,
PR6169,5468-EEE1,20/06/2022,3,5,4,2,1,2,4,4,Fair,,,,,,,,,,,,,,
PR6176,9CE9-B0D5,22/06/2022,3,5,4,1,1,2,4,4,Fair,,,,,,,,,,,,,,
PR62,596B-33F4,28/02/2013,3,2,4,3,0,2,4,4,Fair,,,,,,,,,,,,,,
PR6266,307F-9BFA,18/07/2022,3,3,4,3,0,2,3,2,Fair,,,,,,,,,,,,,,
PR6295,CBCB-9C9D,29/07/2022,3,4,4,3,0,2,5,4,Fair,,,,,,,,,,,,,,
PR6384,134B-4157,31/08/2022,3,3,4,3,1,2,4,4,Fair,,,,,,,,,,,,,,
PR6399,0F2B-3457,5/9/2022,3,3,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR6402,07F1-62C3,7/9/2022,3,4,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR6447,A067-9F4F,26/09/2022,3,2,4,3,1,2,4,3,Fair,,,,,,,,,,,,,,
PR6452,B990-35DA,28/09/2022,3,5,4,3,0,2,5,4,Fair,,,,,,,,,,,,,,
PR6456,0317-B7BC,29/09/2022,3,5,4,1,1,2,3,2,Fair,,,,,,,,,,,,,,
PR6522,D18F-8C48,26/10/2022,3,5,4,3,1,2,4,3,Fair,,,,,,,,,,,,,,
PR6523,8C57-8F84,27/10/2022,3,3,4,2,1,2,4,3,Fair,,,,,,,,,,,,,,
PR6563,97F7-5710,8/11/2022,3,5,4,2,1,2,4,4,Fair,,,,,,,,,,,,,,
PR6565,8640-414A,9/11/2022,3,1,4,3,1,2,5,5,Fair,,,,,,,,,,,,,,
PR6581,C395-8C36,16/11/2022,3,2,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR6635,C6EC-FEB5,6/12/2022,3,3,4,1,0,2,4,4,Fair,,,,,,,,,,,,,,
PR6653,D1C6-25BE,12/12/2022,3,2,4,1,0,2,4,4,Fair,,,,,,,,,,,,,,
PR669,4D59-B831,20/05/2015,3,4,4,1,1,2,5,5,Fair,,,,,,,,,,,,,,
PR703,00A3-2445,20/06/2015,3,3,4,3,1,2,3,3,Fair,,,,,,,,,,,,,,
PR743,66BC-7AC0,5/8/2015,3,4,4,2,0,2,5,5,Fair,,,,,,,,,,,,,,
PR798,FD95-9EEB,8/11/2015,3,2,4,3,3,2,4,4,Fair,,,,,,,,,,,,,,
PR839,A2FB-2D5D,23/12/2015,3,2,4,3,1,2,4,4,Fair,,,,,,,,,,,,,,
PR875,28EA-A010,16/01/2016,3,3,4,3,0,2,4,3,Fair,,,,,,,,,,,,,,
PR905,7279-6591,31/01/2016,3,4,4,1,0,2,3,3,Fair,,,,,,,,,,,,,,
PR920,5476-CA0D,6/2/2016,3,4,4,2,1,2,5,4,Fair,,,,,,,,,,,,,,
PR2411,450D-13A9,26/06/2018,3,1,2,3,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR4552,05ED-92F1,8/1/2021,3,1,1,2,2,4,5,4,Very Good,,,,,,,,,,,,,,
PR4605,45D7-5C8A,23/01/2021,3,1,4,1,1,4,3,2,Very Good,,,,,,,,,,,,,,
PR5914,C95C-CE06,4/4/2022,3,1,4,2,0,4,5,5,Very Good,,,,,,,,,,,,,,
PR6487,15D4-53C2,14/10/2022,3,1,2,1,2,4,3,2,Very Good,,,,,,,,,,,,,,
PR06,F93E-BDEF,4/1/2013,3,3,2,2,0,4,4,4,Very Good,,,,,,,,,,,,,,
PR1121,BE54-8537,19/05/2016,3,3,2,1,2,4,4,3,Very Good,,,,,,,,,,,,,,
PR1150,9D7B-9B37,5/6/2016,3,3,4,2,0,4,4,4,Very Good,,,,,,,,,,,,,,
PR1154,B785-D8F8,9/6/2016,3,3,3,1,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR116,1AC8-361F,29/04/2013,3,3,5,1,2,4,5,4,Very Good,,,,,,,,,,,,,,
PR1295,3012-1A41,30/10/2016,3,3,2,3,0,4,3,3,Very Good,,,,,,,,,,,,,,
PR1299,C1C6-F683,1/11/2016,3,3,2,2,2,4,4,4,Very Good,,,,,,,,,,,,,,
PR1462,D696-9D82,5/2/2017,3,3,4,3,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR1472,279C-7342,12/2/2017,3,3,3,2,0,4,3,3,Very Good,,,,,,,,,,,,,,
PR149,2F98-E645,28/05/2013,3,3,4,1,1,4,4,4,Very Good,,,,,,,,,,,,,,
PR1499,3560-C117,26/02/2017,3,3,3,2,1,4,5,5,Very Good,,,,,,,,,,,,,,
PR1558,81FF-8D6C,24/03/2017,3,3,4,2,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR1665,1F0F-458C,14/05/2017,3,3,2,3,1,4,4,3,Very Good,,,,,,,,,,,,,,
PR1713,6CAD-47F0,6/6/2017,3,3,5,2,2,4,5,5,Very Good,,,,,,,,,,,,,,
PR1859,46D6-CA7A,23/09/2017,3,3,5,1,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR1902,D199-1896,26/10/2017,3,3,5,3,1,4,3,2,Very Good,,,,,,,,,,,,,,
PR1922,CC7A-EE97,6/11/2017,3,3,3,2,2,4,4,3,Very Good,,,,,,,,,,,,,,
PR2038,28EA-A010,15/01/2018,3,3,4,3,2,4,4,4,Very Good,,,,,,,,,,,,,,
PR206,B407-ABCA,11/2/2014,3,3,5,2,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR2140,E7A6-33A3,27/02/2018,3,3,4,2,1,4,4,3,Very Good,,,,,,,,,,,,,,
PR2159,1054-9C3B,5/3/2018,3,3,2,3,1,4,4,3,Very Good,,,,,,,,,,,,,,
PR2248,C5C2-985F,13/04/2018,3,3,3,1,0,4,3,3,Very Good,,,,,,,,,,,,,,
PR2345,81BE-17CD,23/05/2018,3,3,2,3,0,4,3,3,Very Good,,,,,,,,,,,,,,
PR2367,B3AF-7E58,1/6/2018,3,3,3,2,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR2432,58FA-C451,9/7/2018,3,3,3,1,1,4,4,4,Very Good,,,,,,,,,,,,,,
PR2509,CA75-94D1,16/08/2018,3,3,3,3,1,4,5,5,Very Good,,,,,,,,,,,,,,
PR2565,9085-1FE8,28/09/2018,3,3,3,1,1,4,4,3,Very Good,,,,,,,,,,,,,,
PR258,E1B4-9AA1,23/03/2014,3,3,5,1,3,4,5,4,Very Good,,,,,,,,,,,,,,
PR2626,DD78-E811,4/11/2018,3,3,4,3,0,4,5,5,Very Good,,,,,,,,,,,,,,
PR2629,1363-6BF9,6/11/2018,3,3,2,2,0,4,5,4,Very Good,,,,,,,,,,,,,,
PR2672,C54B-DBC5,29/11/2018,3,3,5,3,0,4,5,4,Very Good,,,,,,,,,,,,,,
PR2715,63E9-F74A,24/12/2018,3,3,4,3,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR2765,79D0-C935,15/01/2019,3,3,5,1,0,4,4,4,Very Good,,,,,,,,,,,,,,
PR2781,45D2-369E,21/01/2019,3,3,4,3,1,4,4,3,Very Good,,,,,,,,,,,,,,
PR2860,F997-FE6C,21/02/2019,3,3,3,3,2,4,4,4,Very Good,,,,,,,,,,,,,,
PR2966,C520-6F2B,31/03/2019,3,3,2,2,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR3053,B90D-4BEF,3/5/2019,3,3,4,2,0,4,5,4,Very Good,,,,,,,,,,,,,,
PR3126,7349-CCE0,29/05/2019,3,3,3,3,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR3184,8026-658D,26/06/2019,3,3,4,1,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR3230,2A20-28CD,15/07/2019,3,3,3,2,0,4,5,4,Very Good,,,,,,,,,,,,,,
PR3297,04D7-C8F3,14/08/2019,3,3,5,2,0,4,4,4,Very Good,,,,,,,,,,,,,,
PR3339,39A2-9B0A,4/9/2019,3,3,3,1,0,4,3,2,Very Good,,,,,,,,,,,,,,
PR3343,B09D-DFEC,6/9/2019,3,3,3,2,3,4,5,4,Very Good,,,,,,,,,,,,,,
PR3390,3DB7-2942,4/10/2019,3,3,5,3,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR3434,9E22-6287,29/10/2019,3,3,2,1,0,4,3,2,Very Good,,,,,,,,,,,,,,
PR3498,2BEA-43B2,28/11/2019,3,3,4,1,0,4,5,5,Very Good,,,,,,,,,,,,,,
PR3630,7F1C-20B8,21/01/2020,3,3,3,2,0,4,4,3,Very Good,,,,,,,,,,,,,,
PR3684,9DFE-1FD5,9/2/2020,3,3,5,3,0,4,5,5,Very Good,,,,,,,,,,,,,,
PR3777,A590-DF69,11/3/2020,3,3,3,2,2,4,5,4,Very Good,,,,,,,,,,,,,,
PR3874,7CFC-C4DA,13/04/2020,3,3,5,2,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR3894,9528-AA17,20/04/2020,3,3,2,1,1,4,3,3,Very Good,,,,,,,,,,,,,,
PR3977,26DF-1241,15/05/2020,3,3,5,1,1,4,5,4,Very Good,,,,,,,,,,,,,,
PR4005,242A-4FA0,24/05/2020,3,3,3,2,2,4,4,4,Very Good,,,,,,,,,,,,,,
PR4031,0C7B-2EA6,2/6/2020,3,3,5,1,1,4,5,5,Very Good,,,,,,,,,,,,,,
PR405,45FF-ACE6,18/10/2014,3,3,2,1,1,4,5,5,Very Good,,,,,,,,,,,,,,
PR4057,16B6-9C29,14/06/2020,3,3,4,3,0,4,4,4,Very Good,,,,,,,,,,,,,,
